data,pedido_id,cliente,cidade,estado,regiao,produto,categoria,vendedor,canal_venda,quantidade,preco_unitario,custo_unitario,status_pagamento
2025-10-16,PED-00351,Cliente 177,Fortaleza,CE,Nordeste,Notebook Pro 14,Eletrônicos,Fernanda Alves,Marketplace,2,4439.7,3208.1,Pendente
2025-02-01,PED-00352,Cliente 294,Florianópolis,SC,Sul,Headset Premium,Acessórios,Bruno Costa,Marketplace,7,412.29,283.76,Cancelado
2025-01-18,PED-00353,Cliente 230,Porto Alegre,RS,Sul,Webcam Full HD,Acessórios,Bruno Costa,E-commerce,3,274.88,148.25,Pago
2025-01-22,PED-00354,Cliente 076,Recife,PE,Nordeste,Headset Premium,Acessórios,Fernanda Alves,WhatsApp,7,471.49,293.99,Pago
2025-02-14,PED-00355,Cliente 142,Florianópolis,SC,Sul,Headset Premium,Acessórios,Fernanda Alves,Marketplace,7,474.11,271.98,Cancelado
2025-11-16,PED-00356,Cliente 213,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Bruno Costa,E-commerce,7,1118.33,806.59,Pago
2025-02-24,PED-00357,Cliente 211,Recife,PE,Nordeste,Impressora Laser,Eletrônicos,Carla Souza,Marketplace,5,1037.78,805.68,Pago
2025-01-20,PED-00358,Cliente 317,São Paulo,SP,Sudeste,Teclado Mecânico,Acessórios,Fernanda Alves,Marketplace,7,337.36,224.25,Pago
2025-12-20,PED-00359,Cliente 191,Natal,RN,Nordeste,Monitor 27,Eletrônicos,Ana Lima,WhatsApp,8,1434.99,983.27,Pago
2026-03-08,PED-00360,Cliente 069,Goiânia,GO,Centro-Oeste,Smartphone X,Eletrônicos,Carla Souza,Marketplace,2,3622.61,2714.3,Cancelado
2025-08-02,PED-00361,Cliente 227,Brasília,DF,Centro-Oeste,Impressora Laser,Eletrônicos,Bruno Costa,Marketplace,2,1103.38,821.76,Pago
2026-02-25,PED-00362,Cliente 160,Florianópolis,SC,Sul,Notebook Pro 14,Eletrônicos,Lucas Martins,Representante,3,4201.42,3273.16,Pendente
2026-03-27,PED-00363,Cliente 103,Natal,RN,Nordeste,Impressora Laser,Eletrônicos,Ana Lima,E-commerce,3,1027.85,760.94,Pago
2025-12-27,PED-00364,Cliente 259,São Paulo,SP,Sudeste,Monitor 27,Eletrônicos,Diego Rocha,Loja física,6,1267.15,976.68,Pago
2025-11-01,PED-00365,Cliente 177,Fortaleza,CE,Nordeste,Smartphone X,Eletrônicos,Bruno Costa,WhatsApp,8,3427.58,2823.59,Pago
2025-01-15,PED-00366,Cliente 114,Natal,RN,Nordeste,Headset Premium,Acessórios,Lucas Martins,E-commerce,3,488.5,279.89,Pago
2025-09-20,PED-00367,Cliente 068,Brasília,DF,Centro-Oeste,Notebook Pro 14,Eletrônicos,Lucas Martins,E-commerce,1,3641.81,3009.89,Pago
2025-11-08,PED-00368,Cliente 193,Goiânia,GO,Centro-Oeste,Cadeira Office,Móveis,Carla Souza,Marketplace,5,868.95,623.02,Cancelado
2025-09-24,PED-00369,Cliente 262,Belo Horizonte,MG,Sudeste,Impressora Laser,Eletrônicos,Lucas Martins,WhatsApp,2,1117.76,807.55,Pago
2025-06-02,PED-00370,Cliente 173,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Carla Souza,WhatsApp,8,167.38,84.89,Cancelado
2025-11-30,PED-00371,Cliente 030,Salvador,BA,Nordeste,Cadeira Office,Móveis,Fernanda Alves,Marketplace,3,975.37,637.38,Cancelado
2025-01-14,PED-00372,Cliente 215,Curitiba,PR,Sul,Suporte Notebook,Acessórios,Diego Rocha,Marketplace,5,157.12,87.9,Pendente
2026-02-22,PED-00373,Cliente 184,Rio de Janeiro,RJ,Sudeste,Monitor 27,Eletrônicos,Fernanda Alves,WhatsApp,4,1287.4,1041.22,Pendente
2025-04-03,PED-00374,Cliente 133,Recife,PE,Nordeste,Cadeira Office,Móveis,Lucas Martins,Representante,8,1015.57,603.98,Cancelado
2025-06-21,PED-00375,Cliente 115,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Lucas Martins,WhatsApp,4,147.5,90.74,Pago
2025-05-14,PED-00376,Cliente 241,São Paulo,SP,Sudeste,Impressora Laser,Eletrônicos,Ana Lima,Representante,8,1119.83,809.85,Pago
2025-04-10,PED-00377,Cliente 212,Recife,PE,Nordeste,Webcam Full HD,Acessórios,Ana Lima,E-commerce,7,240.51,138.88,Pago
2025-10-19,PED-00378,Cliente 042,Fortaleza,CE,Nordeste,Smartphone X,Eletrônicos,Diego Rocha,WhatsApp,6,3683.17,2671.52,Cancelado
2025-01-30,PED-00379,Cliente 087,Curitiba,PR,Sul,Notebook Pro 14,Eletrônicos,Fernanda Alves,E-commerce,5,4110.49,3267.38,Pago
2025-03-08,PED-00380,Cliente 220,Belo Horizonte,MG,Sudeste,Impressora Laser,Eletrônicos,Diego Rocha,Marketplace,7,950.86,802.4,Cancelado
2025-07-11,PED-00381,Cliente 003,Rio de Janeiro,RJ,Sudeste,Notebook Pro 14,Eletrônicos,Lucas Martins,E-commerce,4,4127.03,3306.05,Pago
2025-03-08,PED-00382,Cliente 034,Belo Horizonte,MG,Sudeste,Mouse Sem Fio,Acessórios,Ana Lima,WhatsApp,5,126.58,66.31,Pendente
2025-11-02,PED-00383,Cliente 176,Rio de Janeiro,RJ,Sudeste,Webcam Full HD,Acessórios,Diego Rocha,WhatsApp,7,269.1,138.34,Pago
2025-01-10,PED-00384,Cliente 012,Salvador,BA,Nordeste,Monitor 27,Eletrônicos,Fernanda Alves,Representante,3,1374.01,990.12,Cancelado
2026-02-10,PED-00385,Cliente 305,Belo Horizonte,MG,Sudeste,Notebook Pro 14,Eletrônicos,Ana Lima,Loja física,5,4306.5,3013.73,Cancelado
2025-03-01,PED-00386,Cliente 281,Curitiba,PR,Sul,Headset Premium,Acessórios,Carla Souza,Marketplace,7,504.79,277.93,Cancelado
2025-11-19,PED-00387,Cliente 267,São Paulo,SP,Sudeste,Notebook Pro 14,Eletrônicos,Carla Souza,Representante,7,4286.37,3053.77,Pago
2025-09-19,PED-00388,Cliente 059,Porto Alegre,RS,Sul,Armário Escritório,Móveis,Ana Lima,Marketplace,2,809.86,535.67,Pago
2026-03-02,PED-00389,Cliente 152,Salvador,BA,Nordeste,Webcam Full HD,Acessórios,Bruno Costa,Loja física,6,237.47,149.82,Cancelado
2025-09-04,PED-00390,Cliente 046,Salvador,BA,Nordeste,Mesa Gamer,Móveis,Ana Lima,Representante,1,1283.63,779.26,Pago
2026-02-04,PED-00391,Cliente 119,Recife,PE,Nordeste,Webcam Full HD,Acessórios,Diego Rocha,WhatsApp,2,243.64,136.57,Pago
2026-03-24,PED-00392,Cliente 219,São Paulo,SP,Sudeste,Notebook Pro 14,Eletrônicos,Lucas Martins,Loja física,6,3746.15,3265.55,Pago
2025-01-05,PED-00393,Cliente 184,Brasília,DF,Centro-Oeste,Teclado Mecânico,Acessórios,Diego Rocha,Representante,3,317.76,220.63,Pago
2026-02-22,PED-00394,Cliente 205,Fortaleza,CE,Nordeste,Mesa Gamer,Móveis,Diego Rocha,WhatsApp,2,1174.02,826.25,Pago
2026-02-14,PED-00395,Cliente 068,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Lucas Martins,Loja física,3,518.5,297.61,Pago
2025-08-02,PED-00396,Cliente 313,Curitiba,PR,Sul,Impressora Laser,Eletrônicos,Diego Rocha,WhatsApp,8,1123.25,830.61,Cancelado
2025-03-08,PED-00397,Cliente 226,Curitiba,PR,Sul,Smartphone X,Eletrônicos,Ana Lima,Loja física,2,3195.16,2712.33,Cancelado
2026-03-21,PED-00398,Cliente 266,Florianópolis,SC,Sul,Suporte Notebook,Acessórios,Fernanda Alves,Representante,4,142.71,88.64,Pago
2025-09-04,PED-00399,Cliente 286,Brasília,DF,Centro-Oeste,Mesa Gamer,Móveis,Fernanda Alves,Loja física,7,1201.46,847.5,Pendente
2026-03-11,PED-00400,Cliente 252,Curitiba,PR,Sul,Smartphone X,Eletrônicos,Carla Souza,E-commerce,3,3575.12,2701.61,Pendente
2025-04-25,PED-00401,Cliente 121,Brasília,DF,Centro-Oeste,Webcam Full HD,Acessórios,Ana Lima,Marketplace,7,235.03,144.62,Pago
2026-03-15,PED-00402,Cliente 255,Curitiba,PR,Sul,Smartphone X,Eletrônicos,Lucas Martins,Loja física,6,3492.95,2741.46,Pendente
2025-10-09,PED-00403,Cliente 234,Recife,PE,Nordeste,Notebook Pro 14,Eletrônicos,Carla Souza,WhatsApp,5,4247.27,3285.46,Pago
2025-06-19,PED-00404,Cliente 232,Porto Alegre,RS,Sul,Webcam Full HD,Acessórios,Ana Lima,Loja física,8,247.79,139.21,Pago
2025-07-01,PED-00405,Cliente 024,São Paulo,SP,Sudeste,Suporte Notebook,Acessórios,Bruno Costa,Marketplace,6,155.85,89.15,Cancelado
2025-07-29,PED-00406,Cliente 062,São Paulo,SP,Sudeste,Mouse Sem Fio,Acessórios,Diego Rocha,E-commerce,4,117.06,68.64,Cancelado
2025-06-23,PED-00407,Cliente 231,Belo Horizonte,MG,Sudeste,Mouse Sem Fio,Acessórios,Diego Rocha,Representante,1,126.67,64.01,Pago
2025-01-03,PED-00408,Cliente 300,Goiânia,GO,Centro-Oeste,Webcam Full HD,Acessórios,Diego Rocha,Representante,1,242.92,149.82,Cancelado
2025-10-24,PED-00409,Cliente 199,Goiânia,GO,Centro-Oeste,Teclado Mecânico,Acessórios,Lucas Martins,Representante,3,357.22,211.13,Pago
2025-08-03,PED-00410,Cliente 204,Goiânia,GO,Centro-Oeste,Impressora Laser,Eletrônicos,Carla Souza,WhatsApp,4,1050.52,768.04,Pago
2025-11-05,PED-00411,Cliente 284,Goiânia,GO,Centro-Oeste,Armário Escritório,Móveis,Lucas Martins,E-commerce,5,784.46,560.88,Pago
2025-12-18,PED-00412,Cliente 258,Brasília,DF,Centro-Oeste,Mesa Gamer,Móveis,Fernanda Alves,WhatsApp,3,1288.79,832.41,Pendente
2025-09-03,PED-00413,Cliente 217,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Ana Lima,Representante,7,1014.33,789.28,Pago
2025-12-10,PED-00414,Cliente 147,Salvador,BA,Nordeste,Notebook Pro 14,Eletrônicos,Lucas Martins,WhatsApp,5,4093.5,3028.15,Pago
2025-04-15,PED-00415,Cliente 053,Natal,RN,Nordeste,Webcam Full HD,Acessórios,Fernanda Alves,Representante,6,231.27,147.23,Pendente
2025-07-19,PED-00416,Cliente 196,Florianópolis,SC,Sul,Monitor 27,Eletrônicos,Diego Rocha,Marketplace,5,1530.72,1055.79,Pago
2025-10-10,PED-00417,Cliente 318,Natal,RN,Nordeste,Notebook Pro 14,Eletrônicos,Diego Rocha,E-commerce,5,4282.38,3247.28,Cancelado
2025-07-08,PED-00418,Cliente 151,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Diego Rocha,E-commerce,4,1129.25,762.99,Pago
2026-01-12,PED-00419,Cliente 220,Recife,PE,Nordeste,Webcam Full HD,Acessórios,Carla Souza,Representante,7,256.47,138.28,Pago
2025-01-03,PED-00420,Cliente 079,Curitiba,PR,Sul,Mesa Gamer,Móveis,Carla Souza,Representante,3,1206.36,847.32,Pendente
2026-03-08,PED-00421,Cliente 038,São Paulo,SP,Sudeste,Suporte Notebook,Acessórios,Lucas Martins,WhatsApp,8,149.05,91.4,Pendente
2025-02-04,PED-00422,Cliente 048,Fortaleza,CE,Nordeste,Webcam Full HD,Acessórios,Carla Souza,E-commerce,7,245.31,146.02,Pago
2025-07-04,PED-00423,Cliente 059,Salvador,BA,Nordeste,Cadeira Office,Móveis,Lucas Martins,WhatsApp,8,984.48,652.39,Pendente
2025-11-15,PED-00424,Cliente 059,Natal,RN,Nordeste,Monitor 27,Eletrônicos,Diego Rocha,WhatsApp,6,1323.3,981.09,Pendente
2026-02-25,PED-00425,Cliente 023,Florianópolis,SC,Sul,Mesa Gamer,Móveis,Carla Souza,E-commerce,8,1054.03,773.46,Pago
2025-03-27,PED-00426,Cliente 108,Florianópolis,SC,Sul,Webcam Full HD,Acessórios,Lucas Martins,E-commerce,1,272.09,142.33,Pago
2025-04-16,PED-00427,Cliente 079,Goiânia,GO,Centro-Oeste,Webcam Full HD,Acessórios,Ana Lima,Marketplace,7,268.24,136.38,Pago
2025-01-28,PED-00428,Cliente 133,São Paulo,SP,Sudeste,Teclado Mecânico,Acessórios,Diego Rocha,Marketplace,2,341.24,213.04,Pago
2025-01-09,PED-00429,Cliente 317,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Ana Lima,Representante,2,472.63,297.73,Pago
2025-09-15,PED-00430,Cliente 145,São Paulo,SP,Sudeste,Mouse Sem Fio,Acessórios,Diego Rocha,Marketplace,5,119.94,67.77,Pago
2025-03-22,PED-00431,Cliente 280,Salvador,BA,Nordeste,Webcam Full HD,Acessórios,Carla Souza,E-commerce,3,231.61,149.46,Cancelado
2025-11-28,PED-00432,Cliente 022,Natal,RN,Nordeste,Mesa Gamer,Móveis,Ana Lima,Representante,3,1274.58,812.98,Pago
2025-06-06,PED-00433,Cliente 212,Goiânia,GO,Centro-Oeste,Monitor 27,Eletrônicos,Lucas Martins,Representante,6,1370.28,970.43,Pendente
2026-03-04,PED-00434,Cliente 291,Salvador,BA,Nordeste,Cadeira Office,Móveis,Ana Lima,Representante,2,986.0,628.58,Pago
2025-12-10,PED-00435,Cliente 298,São Paulo,SP,Sudeste,Mouse Sem Fio,Acessórios,Diego Rocha,WhatsApp,2,115.9,67.85,Pago
2025-02-21,PED-00436,Cliente 163,Porto Alegre,RS,Sul,Cadeira Office,Móveis,Diego Rocha,Marketplace,2,943.79,635.95,Cancelado
2025-10-27,PED-00437,Cliente 220,Porto Alegre,RS,Sul,Teclado Mecânico,Acessórios,Bruno Costa,Loja física,6,319.21,221.85,Cancelado
2026-01-14,PED-00438,Cliente 069,Belo Horizonte,MG,Sudeste,Suporte Notebook,Acessórios,Lucas Martins,WhatsApp,5,154.23,86.78,Pago
2026-02-01,PED-00439,Cliente 311,Curitiba,PR,Sul,Cadeira Office,Móveis,Ana Lima,WhatsApp,2,1024.95,601.09,Pendente
2025-04-11,PED-00440,Cliente 010,Goiânia,GO,Centro-Oeste,Cadeira Office,Móveis,Fernanda Alves,Loja física,2,1020.44,630.54,Pendente
2025-04-19,PED-00441,Cliente 077,Florianópolis,SC,Sul,Notebook Pro 14,Eletrônicos,Carla Souza,Marketplace,5,3506.92,3270.3,Cancelado
2026-03-15,PED-00442,Cliente 204,Fortaleza,CE,Nordeste,Cadeira Office,Móveis,Carla Souza,Representante,8,941.84,607.73,Pendente
2025-12-17,PED-00443,Cliente 082,Florianópolis,SC,Sul,Teclado Mecânico,Acessórios,Bruno Costa,Representante,3,313.82,218.93,Pago
2026-01-12,PED-00444,Cliente 113,Curitiba,PR,Sul,Armário Escritório,Móveis,Diego Rocha,E-commerce,6,840.67,545.74,Pago
2025-12-09,PED-00445,Cliente 241,Florianópolis,SC,Sul,Monitor 27,Eletrônicos,Diego Rocha,Loja física,6,1258.01,1020.51,Pago
2025-12-27,PED-00446,Cliente 297,Brasília,DF,Centro-Oeste,Webcam Full HD,Acessórios,Fernanda Alves,Representante,5,241.41,145.87,Pago
2025-10-28,PED-00447,Cliente 115,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Fernanda Alves,Marketplace,5,143.32,90.56,Pago
2026-02-10,PED-00448,Cliente 226,Porto Alegre,RS,Sul,Smartphone X,Eletrônicos,Bruno Costa,E-commerce,1,3483.75,2810.11,Pago
2025-03-18,PED-00449,Cliente 118,Fortaleza,CE,Nordeste,Teclado Mecânico,Acessórios,Diego Rocha,WhatsApp,6,361.21,214.82,Pago
2025-09-03,PED-00450,Cliente 012,Porto Alegre,RS,Sul,Monitor 27,Eletrônicos,Bruno Costa,Loja física,3,1269.49,1014.46,Pago
2025-11-19,PED-00451,Cliente 086,Natal,RN,Nordeste,Webcam Full HD,Acessórios,Carla Souza,E-commerce,3,263.03,142.04,Pendente
2025-11-23,PED-00452,Cliente 111,Goiânia,GO,Centro-Oeste,Notebook Pro 14,Eletrônicos,Diego Rocha,Representante,5,4448.97,3302.75,Pago
2025-04-23,PED-00453,Cliente 320,Porto Alegre,RS,Sul,Headset Premium,Acessórios,Lucas Martins,Representante,3,483.36,293.9,Pago
2025-08-21,PED-00454,Cliente 194,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Diego Rocha,E-commerce,2,1035.9,773.96,Pendente
2025-12-17,PED-00455,Cliente 244,Fortaleza,CE,Nordeste,Headset Premium,Acessórios,Fernanda Alves,Representante,2,472.31,295.74,Pendente
2026-01-21,PED-00456,Cliente 309,Recife,PE,Nordeste,Mouse Sem Fio,Acessórios,Fernanda Alves,Loja física,8,125.96,68.59,Cancelado
2025-08-09,PED-00457,Cliente 272,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Diego Rocha,E-commerce,6,274.0,143.22,Pago
2025-06-29,PED-00458,Cliente 069,Goiânia,GO,Centro-Oeste,Impressora Laser,Eletrônicos,Carla Souza,Marketplace,2,1026.22,834.69,Pago
2025-05-26,PED-00459,Cliente 097,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Ana Lima,Loja física,7,1063.6,766.71,Pago
2025-07-12,PED-00460,Cliente 186,Salvador,BA,Nordeste,Suporte Notebook,Acessórios,Ana Lima,E-commerce,6,144.38,87.92,Pago
2026-03-14,PED-00461,Cliente 204,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Bruno Costa,Marketplace,6,250.76,144.39,Pago
2025-07-09,PED-00462,Cliente 158,Florianópolis,SC,Sul,Webcam Full HD,Acessórios,Fernanda Alves,WhatsApp,8,256.24,141.93,Pago
2026-03-14,PED-00463,Cliente 083,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Ana Lima,E-commerce,4,137.47,89.8,Pendente
2025-11-11,PED-00464,Cliente 200,Brasília,DF,Centro-Oeste,Armário Escritório,Móveis,Lucas Martins,Loja física,1,905.18,572.7,Pago
2025-11-04,PED-00465,Cliente 114,Recife,PE,Nordeste,Headset Premium,Acessórios,Carla Souza,Loja física,2,475.23,293.91,Pago
2025-11-11,PED-00466,Cliente 090,Florianópolis,SC,Sul,Suporte Notebook,Acessórios,Lucas Martins,Marketplace,5,160.62,84.34,Cancelado
2026-02-16,PED-00467,Cliente 307,São Paulo,SP,Sudeste,Webcam Full HD,Acessórios,Fernanda Alves,Representante,4,267.76,145.27,Cancelado
2025-01-19,PED-00468,Cliente 045,Salvador,BA,Nordeste,Mesa Gamer,Móveis,Carla Souza,Marketplace,1,1244.14,800.64,Pendente
2025-04-13,PED-00469,Cliente 282,Natal,RN,Nordeste,Webcam Full HD,Acessórios,Carla Souza,Representante,2,273.39,141.16,Pago
2025-04-26,PED-00470,Cliente 295,Salvador,BA,Nordeste,Impressora Laser,Eletrônicos,Ana Lima,WhatsApp,8,967.73,800.04,Pendente
2025-02-07,PED-00471,Cliente 263,São Paulo,SP,Sudeste,Webcam Full HD,Acessórios,Carla Souza,Representante,6,270.74,144.65,Cancelado
2025-08-15,PED-00472,Cliente 174,Porto Alegre,RS,Sul,Headset Premium,Acessórios,Diego Rocha,Marketplace,8,498.9,298.15,Pago
2025-03-01,PED-00473,Cliente 118,Recife,PE,Nordeste,Cadeira Office,Móveis,Carla Souza,Marketplace,7,1003.4,626.36,Pago
2025-12-25,PED-00474,Cliente 205,Salvador,BA,Nordeste,Cadeira Office,Móveis,Lucas Martins,WhatsApp,5,948.25,654.2,Pago
2025-06-10,PED-00475,Cliente 098,Salvador,BA,Nordeste,Mesa Gamer,Móveis,Diego Rocha,E-commerce,5,1229.36,787.33,Pago
2025-04-16,PED-00476,Cliente 080,Salvador,BA,Nordeste,Monitor 27,Eletrônicos,Ana Lima,Loja física,4,1403.39,1023.45,Cancelado
2025-09-10,PED-00477,Cliente 191,Natal,RN,Nordeste,Impressora Laser,Eletrônicos,Fernanda Alves,WhatsApp,1,943.63,841.14,Pendente
2026-03-21,PED-00478,Cliente 204,Curitiba,PR,Sul,Cadeira Office,Móveis,Bruno Costa,Representante,3,905.7,626.98,Pago
2025-09-02,PED-00479,Cliente 090,Natal,RN,Nordeste,Webcam Full HD,Acessórios,Diego Rocha,Loja física,6,240.98,142.89,Cancelado
2025-01-05,PED-00480,Cliente 298,Brasília,DF,Centro-Oeste,Notebook Pro 14,Eletrônicos,Ana Lima,WhatsApp,4,3765.49,3300.89,Pago
2025-10-08,PED-00481,Cliente 314,Salvador,BA,Nordeste,Cadeira Office,Móveis,Carla Souza,WhatsApp,5,815.0,620.15,Pago
2025-12-25,PED-00482,Cliente 231,Rio de Janeiro,RJ,Sudeste,Mesa Gamer,Móveis,Bruno Costa,Representante,7,1155.57,816.35,Pago
2026-02-21,PED-00483,Cliente 285,Goiânia,GO,Centro-Oeste,Mouse Sem Fio,Acessórios,Diego Rocha,Marketplace,5,114.03,68.77,Cancelado
2025-03-18,PED-00484,Cliente 256,Natal,RN,Nordeste,Smartphone X,Eletrônicos,Bruno Costa,Representante,3,3283.41,2712.77,Pago
2025-06-03,PED-00485,Cliente 051,Florianópolis,SC,Sul,Cadeira Office,Móveis,Lucas Martins,E-commerce,1,852.02,646.31,Pago
2026-03-06,PED-00486,Cliente 134,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Carla Souza,WhatsApp,8,149.56,91.16,Pago
2025-06-26,PED-00487,Cliente 311,Belo Horizonte,MG,Sudeste,Notebook Pro 14,Eletrônicos,Bruno Costa,Representante,2,3931.97,3228.35,Pago
2026-02-04,PED-00488,Cliente 229,Rio de Janeiro,RJ,Sudeste,Cadeira Office,Móveis,Ana Lima,Marketplace,6,850.8,622.82,Pago
2026-03-21,PED-00489,Cliente 314,Brasília,DF,Centro-Oeste,Teclado Mecânico,Acessórios,Fernanda Alves,Marketplace,6,329.14,205.35,Pago
2025-06-25,PED-00490,Cliente 137,Rio de Janeiro,RJ,Sudeste,Monitor 27,Eletrônicos,Fernanda Alves,Marketplace,6,1359.76,998.56,Pago
2026-01-18,PED-00491,Cliente 086,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Bruno Costa,Loja física,8,962.78,776.73,Pago
2026-01-16,PED-00492,Cliente 086,Goiânia,GO,Centro-Oeste,Armário Escritório,Móveis,Diego Rocha,Loja física,2,818.21,579.45,Pago
2025-10-08,PED-00493,Cliente 054,Natal,RN,Nordeste,Notebook Pro 14,Eletrônicos,Carla Souza,Representante,7,4097.22,3230.3,Pago
2025-06-08,PED-00494,Cliente 065,Salvador,BA,Nordeste,Monitor 27,Eletrônicos,Bruno Costa,Representante,5,1286.55,953.68,Cancelado
2025-07-02,PED-00495,Cliente 281,Curitiba,PR,Sul,Mesa Gamer,Móveis,Diego Rocha,E-commerce,8,1255.13,826.92,Pago
2025-10-30,PED-00496,Cliente 178,Curitiba,PR,Sul,Impressora Laser,Eletrônicos,Diego Rocha,Representante,7,1026.93,764.28,Pago
2025-07-07,PED-00497,Cliente 006,São Paulo,SP,Sudeste,Headset Premium,Acessórios,Ana Lima,Representante,3,484.84,297.72,Pago
2025-05-27,PED-00498,Cliente 245,Florianópolis,SC,Sul,Smartphone X,Eletrônicos,Carla Souza,Loja física,1,3171.96,2856.0,Pendente
2025-04-29,PED-00499,Cliente 211,Florianópolis,SC,Sul,Notebook Pro 14,Eletrônicos,Fernanda Alves,Marketplace,6,4071.86,3062.67,Cancelado
2025-11-27,PED-00500,Cliente 041,Belo Horizonte,MG,Sudeste,Headset Premium,Acessórios,Diego Rocha,E-commerce,4,470.93,296.24,Pendente
2026-02-18,PED-00501,Cliente 273,Brasília,DF,Centro-Oeste,Armário Escritório,Móveis,Carla Souza,Marketplace,5,808.98,527.87,Pago
2025-05-29,PED-00502,Cliente 140,Brasília,DF,Centro-Oeste,Mouse Sem Fio,Acessórios,Lucas Martins,Representante,8,102.94,65.34,Pago
2025-01-26,PED-00503,Cliente 145,Natal,RN,Nordeste,Webcam Full HD,Acessórios,Carla Souza,E-commerce,3,268.2,147.0,Pago
2025-02-16,PED-00504,Cliente 176,Natal,RN,Nordeste,Teclado Mecânico,Acessórios,Diego Rocha,WhatsApp,8,352.6,215.21,Pago
2025-08-26,PED-00505,Cliente 075,Natal,RN,Nordeste,Armário Escritório,Móveis,Ana Lima,WhatsApp,6,902.68,528.04,Pago
2025-04-03,PED-00506,Cliente 063,São Paulo,SP,Sudeste,Monitor 27,Eletrônicos,Lucas Martins,E-commerce,7,1447.8,1055.7,Pago
2026-01-13,PED-00507,Cliente 267,Salvador,BA,Nordeste,Notebook Pro 14,Eletrônicos,Lucas Martins,E-commerce,8,4230.59,3239.37,Pago
2025-06-15,PED-00508,Cliente 130,Brasília,DF,Centro-Oeste,Teclado Mecânico,Acessórios,Diego Rocha,WhatsApp,1,342.96,224.2,Cancelado
2025-04-22,PED-00509,Cliente 008,Salvador,BA,Nordeste,Mouse Sem Fio,Acessórios,Bruno Costa,WhatsApp,7,112.44,65.88,Pago
2025-01-05,PED-00510,Cliente 191,Porto Alegre,RS,Sul,Notebook Pro 14,Eletrônicos,Ana Lima,E-commerce,8,4098.23,3038.17,Pendente
2025-06-23,PED-00511,Cliente 079,Natal,RN,Nordeste,Suporte Notebook,Acessórios,Lucas Martins,Representante,1,152.96,83.63,Pago
2025-06-12,PED-00512,Cliente 099,Brasília,DF,Centro-Oeste,Webcam Full HD,Acessórios,Ana Lima,Marketplace,6,220.08,137.87,Pago
2025-09-06,PED-00513,Cliente 098,Curitiba,PR,Sul,Armário Escritório,Móveis,Fernanda Alves,E-commerce,5,750.12,543.03,Pago
2025-05-21,PED-00514,Cliente 272,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Bruno Costa,Marketplace,3,1088.52,779.2,Pago
2025-08-21,PED-00515,Cliente 010,Brasília,DF,Centro-Oeste,Notebook Pro 14,Eletrônicos,Fernanda Alves,WhatsApp,7,4357.93,3088.43,Cancelado
2025-02-02,PED-00516,Cliente 269,Florianópolis,SC,Sul,Suporte Notebook,Acessórios,Lucas Martins,Marketplace,7,160.88,83.89,Pago
2025-06-15,PED-00517,Cliente 050,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Fernanda Alves,Loja física,6,472.55,300.48,Pago
2026-03-24,PED-00518,Cliente 099,Salvador,BA,Nordeste,Notebook Pro 14,Eletrônicos,Ana Lima,Loja física,2,3631.05,3292.18,Cancelado
2025-09-08,PED-00519,Cliente 188,Porto Alegre,RS,Sul,Webcam Full HD,Acessórios,Bruno Costa,Representante,5,268.26,136.0,Pago
2025-12-02,PED-00520,Cliente 185,Recife,PE,Nordeste,Smartphone X,Eletrônicos,Fernanda Alves,Marketplace,8,3751.93,2854.89,Pago
2026-02-26,PED-00521,Cliente 156,São Paulo,SP,Sudeste,Impressora Laser,Eletrônicos,Ana Lima,E-commerce,1,1161.66,764.93,Cancelado
2025-04-29,PED-00522,Cliente 270,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Lucas Martins,E-commerce,4,256.49,150.39,Pendente
2026-01-19,PED-00523,Cliente 235,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Lucas Martins,Marketplace,2,250.75,138.37,Pago
2025-10-09,PED-00524,Cliente 274,Florianópolis,SC,Sul,Headset Premium,Acessórios,Fernanda Alves,Marketplace,6,516.14,299.4,Pendente
2025-06-16,PED-00525,Cliente 312,Belo Horizonte,MG,Sudeste,Mesa Gamer,Móveis,Bruno Costa,Representante,7,1166.75,798.89,Pendente
2026-01-17,PED-00526,Cliente 204,Rio de Janeiro,RJ,Sudeste,Cadeira Office,Móveis,Ana Lima,Loja física,8,881.56,631.68,Pendente
